1409705860,s1-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409705860,s1-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409705860,s2-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409705860,s2-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409705860,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409705860,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409705860,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409705861,s1-eth1,2456830.00,54870.00,2511700.00,54870,2456830,1631.00,831.00,2462.00,831,1631,0.00,0.00,0,0
1409705861,s1-eth2,54870.00,2446232.00,2501102.00,2446232,54870,831.00,1624.00,2455.00,1624,831,0.00,0.00,0,0
1409705861,s2-eth1,2446232.00,54870.00,2501102.00,54870,2446232,1624.00,831.00,2455.00,831,1624,0.00,0.00,0,0
1409705861,s2-eth2,54870.00,2491652.00,2546522.00,2491652,54870,831.00,1654.00,2485.00,1654,831,0.00,0.00,0,0
1409705861,eth0,0.00,1920.00,1920.00,1920,0,0.00,32.00,32.00,32,0,0.00,0.00,0,0
1409705861,lo,1152.00,1152.00,2304.00,1152,1152,12.00,12.00,24.00,12,12,0.00,0.00,0,0
1409705861,total,5013954.00,5050696.00,10064650.00,5050696,5013954,4929.00,4984.00,9913.00,4984,4929,0.00,0.00,0,0
1409705862,s1-eth1,2933800.25,64747.25,2998547.50,64812,2936734,1945.05,981.02,2926.07,982,1947,0.00,0.00,0,0
1409705862,s1-eth2,63230.77,2938337.75,3001568.50,2941276,63294,958.04,1948.05,2906.09,1950,959,0.00,0.00,0,0
1409705862,s2-eth1,2938337.75,63230.77,3001568.50,63294,2941276,1948.05,958.04,2906.09,959,1950,0.00,0.00,0,0
1409705862,s2-eth2,63032.97,2877838.25,2940871.25,2880716,63096,955.04,1908.09,2863.14,1910,956,0.00,0.00,0,0
1409705862,eth0,0.00,183.82,183.82,184,0,0.00,2.00,2.00,2,0,0.00,0.00,0,0
1409705862,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409705862,total,5998402.00,5944338.00,11942740.00,5950282,6004400,5806.19,5797.20,11603.40,5803,5812,0.00,0.00,0,0
1409705863,s1-eth1,3398606.00,74844.00,3473450.00,74844,3398606,2251.00,1134.00,3385.00,1134,2251,0.00,0.00,0,0
1409705863,s1-eth2,74976.00,3341074.00,3416050.00,3341074,74976,1136.00,2213.00,3349.00,2213,1136,0.00,0.00,0,0
1409705863,s2-eth1,3341074.00,74976.00,3416050.00,74976,3341074,2213.00,1136.00,3349.00,1136,2213,0.00,0.00,0,0
1409705863,s2-eth2,74118.00,3341074.00,3415192.00,3341074,74118,1123.00,2213.00,3336.00,2213,1123,0.00,0.00,0,0
1409705863,eth0,0.00,92.00,92.00,92,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1409705863,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1409705863,total,6888774.00,6832060.00,13720834.00,6832060,6888774,6723.00,6697.00,13420.00,6697,6723,0.00,0.00,0,0
1409705864,s1-eth1,3832564.00,85804.00,3918368.00,85804,3832564,2540.00,1300.00,3840.00,1300,2540,0.00,0.00,0,0
1409705864,s1-eth2,86662.00,3873442.00,3960104.00,3873442,86662,1313.00,2567.00,3880.00,2567,1313,0.00,0.00,0,0
1409705864,s2-eth1,3873442.00,86662.00,3960104.00,86662,3873442,2567.00,1313.00,3880.00,1313,2567,0.00,0.00,0,0
1409705864,s2-eth2,86398.00,3937030.00,4023428.00,3937030,86398,1309.00,2609.00,3918.00,2609,1309,0.00,0.00,0,0
